accession,display_name,tax_id,parent_tax_id,sci_name,strain,title,submission_date,seq_length,assembly_level
GCF_002407625.1,ASM240762v1,294,136843,Pseudomonas fluorescens,CH229,Pseudomonas fluorescens,2017-10-02,6047904,Contig
GCF_002319065.1,ASM231906v1,294,136843,Pseudomonas fluorescens,ITEM 17298,Pseudomonas fluorescens,2017-09-20,6288436,Scaffold
GCF_002216645.1,ASM221664v1,294,136843,Pseudomonas fluorescens,TR3,Pseudomonas fluorescens,2017-07-11,6163608,Scaffold
GCF_002022375.1,ASM202237v1,294,136843,Pseudomonas fluorescens,TDH5,Pseudomonas fluorescens,2017-03-07,5940387,Scaffold
GCF_002022365.1,ASM202236v1,294,136843,Pseudomonas fluorescens,G2Y,Pseudomonas fluorescens,2017-03-07,6142928,Scaffold
GCF_002022335.1,ASM202233v1,294,136843,Pseudomonas fluorescens,A3422A,Pseudomonas fluorescens,2017-03-07,6134297,Scaffold
GCF_002022325.1,ASM202232v1,294,136843,Pseudomonas fluorescens,E24,Pseudomonas fluorescens,2017-03-07,6407737,Scaffold
GCF_002022275.1,ASM202227v1,294,136843,Pseudomonas fluorescens,P5A,Pseudomonas fluorescens,2017-03-07,6822437,Scaffold
GCF_002022265.1,ASM202226v1,294,136843,Pseudomonas fluorescens,AH4,Pseudomonas fluorescens,2017-03-07,6391767,Scaffold
GCF_002022255.1,ASM202225v1,294,136843,Pseudomonas fluorescens,TDH40,Pseudomonas fluorescens,2017-03-07,6135529,Scaffold
GCF_001931665.1,ASM193166v1,294,136843,Pseudomonas fluorescens,EK007-7t-asp,Pseudomonas fluorescens,2017-01-04,5975089,Scaffold
GCF_001908925.1,PSEUfluor_ML11A_v1.0,294,136843,Pseudomonas fluorescens,ML11A,Pseudomonas fluorescens,2016-12-19,6649247,Contig
GCF_001902145.1,ASM190214v1,294,136843,Pseudomonas fluorescens,EK007-RG4,Pseudomonas fluorescens,2016-12-13,5970564,Scaffold
GCF_001747385.1,ASM174738v1,294,136843,Pseudomonas fluorescens,Pt14,Pseudomonas fluorescens,2016-09-28,5841722,Complete Genome
GCF_001708465.1,ASM170846v1,294,136843,Pseudomonas fluorescens,L111,Pseudomonas fluorescens,2016-08-23,6606606,Complete Genome
GCF_001708445.1,ASM170844v1,294,136843,Pseudomonas fluorescens,L321,Pseudomonas fluorescens,2016-08-23,6641144,Complete Genome
GCF_001679645.1,ASM167964v1,294,136843,Pseudomonas fluorescens,BW11P2,Pseudomonas fluorescens,2016-07-05,5971527,Contig
GCF_001648775.1,ASM164877v1,294,136843,Pseudomonas fluorescens,HKI0770,Pseudomonas fluorescens,2016-05-19,6547160,Scaffold
GCF_001625455.1,ASM162545v1,294,136843,Pseudomonas fluorescens,FW300-N1B4,Pseudomonas fluorescens,2016-04-21,6623530,Contig
GCF_001623525.1,ASM162352v1,294,136843,Pseudomonas fluorescens,FW300-N2E2,Pseudomonas fluorescens,2016-04-19,6921098,Chromosome
GCF_001542725.1,ASM154272v1,294,136843,Pseudomonas fluorescens,Ps_40,Pseudomonas fluorescens,2016-01-29,7139812,Scaffold
GCF_001542715.1,ASM154271v1,294,136843,Pseudomonas fluorescens,Ps_22,Pseudomonas fluorescens,2016-01-29,6429813,Scaffold
GCF_001542705.1,ASM154270v1,294,136843,Pseudomonas fluorescens,Ps_77,Pseudomonas fluorescens,2016-01-29,6197608,Scaffold
GCF_001542695.1,ASM154269v1,294,136843,Pseudomonas fluorescens,Ps_20,Pseudomonas fluorescens,2016-01-29,5866234,Scaffold
GCF_001468775.2,ASM146877v2,294,136843,Pseudomonas fluorescens,et76,Pseudomonas fluorescens,2016-05-19,6681652,Contig
GCF_001466915.1,ASM146691v1,294,136843,Pseudomonas fluorescens,ICMP3636,Pseudomonas fluorescens,2015-12-15,6591031,Scaffold
GCF_001444295.1,Pseudomonas fluorescens GcM5-1A,294,136843,Pseudomonas fluorescens,GcM5-1A,Pseudomonas fluorescens,2015-11-16,6007576,Contig
GCF_001440325.1,ASM144032v1,294,136843,Pseudomonas fluorescens,GW456-L13,Pseudomonas fluorescens,2015-11-06,5757432,Scaffold
GCF_001317545.1,CBN_34,294,136843,Pseudomonas fluorescens,S613,Pseudomonas fluorescens,2015-10-16,6733904,Contig
GCF_001307275.1,ASM130727v1,294,136843,Pseudomonas fluorescens,FW300-N2C3,Pseudomonas fluorescens,2015-10-06,7119102,Complete Genome
GCF_001307155.1,ASM130715v1,294,136843,Pseudomonas fluorescens,FW300-N2E3,Pseudomonas fluorescens,2015-10-06,6391871,Complete Genome
GCF_001269845.1,ASM126984v1,294,136843,Pseudomonas fluorescens,DSM 50090,Pseudomonas fluorescens,2015-08-18,6388150,Contig
GCF_001020875.1,ASM102087v1,294,136843,Pseudomonas fluorescens,AU11114,Pseudomonas fluorescens,2015-06-05,6204691,Contig
GCF_001020865.1,ASM102086v1,294,136843,Pseudomonas fluorescens,AU5633,Pseudomonas fluorescens,2015-06-05,6083404,Contig
GCF_001020715.1,ASM102071v1,294,136843,Pseudomonas fluorescens,AU11706,Pseudomonas fluorescens,2015-06-05,7256896,Contig
GCF_000968015.1,ASM96801v1,294,136843,Pseudomonas fluorescens,H24,Pseudomonas fluorescens,2015-04-01,6899099,Scaffold
GCF_000967965.1,ASM96796v1,294,136843,Pseudomonas fluorescens,C8,Pseudomonas fluorescens,2015-04-01,6287006,Scaffold
GCF_000967955.1,ASM96795v1,294,136843,Pseudomonas fluorescens,C3,Pseudomonas fluorescens,2015-04-01,6705574,Scaffold
GCF_000967945.1,ASM96794v1,294,136843,Pseudomonas fluorescens,C1,Pseudomonas fluorescens,2015-04-01,6296329,Scaffold
GCF_000952735.1,ASM95273v1,294,136843,Pseudomonas fluorescens,NT0133,Pseudomonas fluorescens,2015-03-13,6124857,Scaffold
GCF_000876175.1,ASM87617v1,294,136843,Pseudomonas fluorescens,DSM 8569,Pseudomonas fluorescens,2015-02-17,6639837,Contig
GCF_000876155.1,ASM87615v1,294,136843,Pseudomonas fluorescens,2-79,Pseudomonas fluorescens,2015-02-17,6358177,Contig
GCF_000836415.1,ASM83641v1,294,136843,Pseudomonas fluorescens,UM270,Pseudomonas fluorescens,2015-02-12,6047974,Contig
GCF_000834545.1,ASM83454v1,294,136843,Pseudomonas fluorescens,MEP34,Pseudomonas fluorescens,2015-02-09,5914240,Contig
GCF_000827755.1,Pseudomonas fluorescens SRM1,294,136843,Pseudomonas fluorescens,,Pseudomonas fluorescens,2015-01-22,6352984,Scaffold
GCF_000817905.1,ASM81790v1,294,136843,Pseudomonas fluorescens,SF4c,Pseudomonas fluorescens,2015-01-14,6507013,Contig
GCF_000817895.1,ASM81789v1,294,136843,Pseudomonas fluorescens,SF39a,Pseudomonas fluorescens,2015-01-14,5884230,Scaffold
GCF_000802985.1,ASM80298v1,294,136843,Pseudomonas fluorescens,H16,Pseudomonas fluorescens,2014-12-17,6807788,Scaffold
GCF_000802965.1,ASM80296v1,294,136843,Pseudomonas fluorescens,C2,Pseudomonas fluorescens,2014-12-17,6420113,Scaffold
GCF_000801895.1,PfAU14705,294,136843,Pseudomonas fluorescens,AU14705,Pseudomonas fluorescens,2014-12-16,6107089,Scaffold
GCF_000801875.1,PfAU14440,294,136843,Pseudomonas fluorescens,AU14440,Pseudomonas fluorescens,2014-12-16,6880893,Scaffold
GCF_000801815.1,PfAU6308,294,136843,Pseudomonas fluorescens,AU6308,Pseudomonas fluorescens,2014-12-16,6116454,Scaffold
GCF_000801795.1,PfAU6026,294,136843,Pseudomonas fluorescens,AU6026,Pseudomonas fluorescens,2014-12-16,6112806,Scaffold
GCF_000800625.1,PseuPA3G8,294,136843,Pseudomonas fluorescens,PA3G8,Pseudomonas fluorescens,2014-12-11,6391599,Scaffold
GCF_000730425.1,ASM73042v1,294,136843,Pseudomonas fluorescens,UK4,Pseudomonas fluorescens,2014-07-17,6064456,Complete Genome
GCF_000708695.2,ATCC 17400,294,136843,Pseudomonas fluorescens,ATCC 17400,Pseudomonas fluorescens,2014-06-16,6247441,Contig
GCA_014842195.1,ASM1484219v1,294,136843,Pseudomonas fluorescens,CFBP13713,Pseudomonas fluorescens,2020-10-04,6833365,Contig
GCA_014839385.1,ASM1483938v1,294,136843,Pseudomonas fluorescens,CFBP13716,Pseudomonas fluorescens,2020-10-02,7815059,Scaffold
GCA_000827755.2,Pseudomonas fluorescens SRM1,294,136843,Pseudomonas fluorescens,,Pseudomonas fluorescens,2015-01-22,6352984,Scaffold
GCF_000262325.2,ASM26232v2,1037911,294,Pseudomonas fluorescens A506,A506,Pseudomonas fluorescens A506,2013-06-05,6019547,Complete Genome
GCF_000297195.2,Pseudomonas.strain_BBc6R8_v2.0,463794,294,Pseudomonas fluorescens BBc6R8,BBc6R8,Pseudomonas fluorescens BBc6R8,2013-12-02,6946481,Contig
GCA_000297195.3,ASM29719v3,463794,294,Pseudomonas fluorescens BBc6R8,BBc6R8,Pseudomonas fluorescens BBc6R8,2020-12-21,7033070,Chromosome
GCF_000334015.1,BRIP34879v2.0,1205750,294,Pseudomonas fluorescens BRIP34879,BRIP34879,Pseudomonas fluorescens BRIP34879,2013-01-29,5525290,Scaffold
GCF_000308175.1,PseuFluoBS2,1231390,294,Pseudomonas fluorescens BS2,BS2,Pseudomonas fluorescens BS2,2012-10-30,6123259,Contig
GCF_000237065.1,ASM23706v1,1114970,294,Pseudomonas fluorescens F113,F113,Pseudomonas fluorescens F113,2011-12-09,6845832,Complete Genome
GCF_000511155.2,v1,1284404,294,Pseudomonas fluorescens FH5,FH5,Pseudomonas fluorescens FH5,2013-12-19,6178427,Contig
GCF_000217955.3,PfluHK442.0,1042209,294,Pseudomonas fluorescens HK44,HK44,Pseudomonas fluorescens HK44,2014-02-28,6195154,Scaffold
GCA_000217955.4,PfluHK442.0,1042209,294,Pseudomonas fluorescens HK44,HK44,Pseudomonas fluorescens HK44,2014-02-28,6195154,Scaffold
GCF_001466835.1,ASM146683v1,1198309,294,Pseudomonas fluorescens ICMP 11288,ICMP 11288,Pseudomonas fluorescens ICMP 11288,2015-12-15,6523157,Contig
GCF_000411675.1,Pse.Fluo1.0,1324332,294,Pseudomonas fluorescens LMG 5329,LMG 5329,Pseudomonas fluorescens LMG 5329,2013-06-14,6870021,Contig
GCF_002091595.1,ASM209159v1,1215100,294,Pseudomonas fluorescens NBRC 14160,NBRC 14160,Pseudomonas fluorescens NBRC 14160,2017-04-03,6364335,Contig
GCF_000293885.2,ASM29388v3,1221522,294,Pseudomonas fluorescens NCIMB 11764,NCIMB 11764,Pseudomonas fluorescens NCIMB 11764,2015-08-07,6998154,Complete Genome
GCA_000293885.3,ASM29388v3,1221522,294,Pseudomonas fluorescens NCIMB 11764,NCIMB 11764,Pseudomonas fluorescens NCIMB 11764,2015-08-07,6998154,Complete Genome
GCF_000280805.1,ASM28080v1,690597,294,Pseudomonas fluorescens NZ007,NZ007,Pseudomonas fluorescens NZ007,2012-07-30,6542292,Scaffold
GCF_000276585.1,ASM27658v1,564420,294,Pseudomonas fluorescens NZ011,NZ011,Pseudomonas fluorescens NZ011,2012-07-09,6814431,Contig
GCF_000012445.1,ASM1244v1,205922,294,Pseudomonas fluorescens Pf0-1,Pf0-1,Pseudomonas fluorescens Pf0-1,2009-07-15,6438405,Complete Genome
GCF_000346775.1,Pf29Arp_v1,1262454,294,Pseudomonas fluorescens Pf29Arp,Pf29Arp,Pseudomonas fluorescens Pf29Arp,2013-03-18,6131803,Scaffold
GCF_000281895.1,ASM28189v1,1038922,294,Pseudomonas fluorescens Q2-87,Q2-87,Pseudomonas fluorescens Q2-87,2012-08-13,6368168,Chromosome
GCF_000263695.1,ASM26369v2,1038923,294,Pseudomonas fluorescens Q8r1-96,Q8r1-96,Pseudomonas fluorescens Q8r1-96,2012-06-13,6602611,Chromosome
GCA_000263695.2,ASM26369v2,1038923,294,Pseudomonas fluorescens Q8r1-96,Q8r1-96,Pseudomonas fluorescens Q8r1-96,2012-06-13,6602611,Chromosome
GCF_000292795.1,PF-R124.01,743713,294,Pseudomonas fluorescens R124,R124,Pseudomonas fluorescens R124,2012-09-11,6300486,Chromosome
GCF_000009225.2,ASM922v1,216595,294,Pseudomonas fluorescens SBW25,SBW25,Pseudomonas fluorescens SBW25,2009-05-01,6722539,Complete Genome
GCA_000009225.1,ASM922v1,216595,294,Pseudomonas fluorescens SBW25,SBW25,Pseudomonas fluorescens SBW25,2009-05-01,6722539,Complete Genome
GCF_000166515.1,WH6_v1,746360,294,Pseudomonas fluorescens WH6,WH6,Pseudomonas fluorescens WH6,2010-11-15,6270867,Chromosome
GCF_000285615.1,ASM28561v1,1085031,294,Pseudomonas fluorescens Wood1R,WoodR1,Pseudomonas fluorescens Wood1R,2011-10-28,6681319,Contig
GCF_900101185.1,IMG-taxon 2636416191 annotated assembly,78544,136843,Pseudomonas gessardii,BS2982,Pseudomonas gessardii,2016-10-21,6695628,Contig
GCF_900625085.1,DSM_17152T,78544,136843,Pseudomonas gessardii,,Pseudomonas gessardii,2019-01-29,6510040,Contig
GCF_016009225.1,ASM1600922v1,78544,136843,Pseudomonas gessardii,PSB00014,Pseudomonas gessardii,2020-12-13,6296253,Contig
GCF_012986655.1,ASM1298665v1,78544,136843,Pseudomonas gessardii,WS 5049,Pseudomonas gessardii,2020-05-07,6737829,Contig
GCF_012986645.1,ASM1298664v1,78544,136843,Pseudomonas gessardii,G4779,Pseudomonas gessardii,2020-05-07,6927852,Contig
GCF_012986615.1,ASM1298661v1,78544,136843,Pseudomonas gessardii,WS 5408,Pseudomonas gessardii,2020-05-07,6660153,Contig
GCF_009671285.1,ASM967128v1,78544,136843,Pseudomonas gessardii,DSM 17152,Pseudomonas gessardii,2019-11-19,6508266,Contig
GCF_001983165.1,ASM198316v1,78544,136843,Pseudomonas gessardii,DSM 17152,Pseudomonas gessardii,2017-02-01,6508266,Contig
GCF_001439685.1,G8685,75588,136843,Pseudomonas libanensis,DSM 17149,Pseudomonas libanensis,2015-11-06,6214234,Contig
GCF_900101035.1,IMG-taxon 2636416169 annotated assembly,75588,136843,Pseudomonas libanensis,BS2975,Pseudomonas libanensis,2016-10-20,6263198,Chromosome
GCF_003952245.1,ASM395224v1,75588,136843,Pseudomonas libanensis,DMSP-1,Pseudomonas libanensis,2018-12-18,6282445,Complete Genome
GCF_001297075.1,ASM129707v1,75588,136843,Pseudomonas libanensis,RIT-PI-g,Pseudomonas libanensis,2015-09-22,6164468,Contig
GCF_900106065.1,IMG-taxon 2636416004 annotated assembly,75612,136843,Pseudomonas mandelii,LMG 21607,Pseudomonas mandelii,2016-10-21,7041758,Chromosome
GCF_012986255.1,ASM1298625v1,75612,136843,Pseudomonas mandelii,WS 5114,Pseudomonas mandelii,2020-05-07,6818060,Contig
GCF_009697185.1,ASM969718v1,75612,136843,Pseudomonas mandelii,B2/38-Q-III,Pseudomonas mandelii,2019-11-22,6799177,Scaffold
GCF_007858265.1,ASM785826v1,75612,136843,Pseudomonas mandelii,DSM 17967,Pseudomonas mandelii,2019-08-06,6988375,Contig
GCF_006438925.1,ASM643892v1,75612,136843,Pseudomonas mandelii,OWC5,Pseudomonas mandelii,2019-06-24,6938776,Contig
GCF_004364415.1,ASM436441v1,75612,136843,Pseudomonas mandelii,YF10-2(1) 51,Pseudomonas mandelii,2019-03-22,6848368,Scaffold
GCF_002251635.1,ASM225163v1,75612,136843,Pseudomonas mandelii,6A1,Pseudomonas mandelii,2017-08-14,6668832,Contig
GCF_000381285.1,ASM38128v1,1151127,75612,Pseudomonas mandelii 36MFCvi1.1,36MFCvi1.1,Pseudomonas mandelii 36MFCvi1.1,2013-04-24,6553994,Scaffold
GCF_000257545.3,ASM25754v3,1147786,75612,Pseudomonas mandelii JR-1,JR-1,Pseudomonas mandelii JR-1,2014-05-15,7188564,Complete Genome
GCF_002091695.1,ASM209169v1,1215107,75612,Pseudomonas mandelii NBRC 103147,NBRC 103147,Pseudomonas mandelii NBRC 103147,2017-04-03,6923671,Contig
GCF_000690555.2,Pmandelii1.0,1419583,75612,Pseudomonas mandelii PD30,PD30,Pseudomonas mandelii PD30,2014-05-12,6685841,Contig
GCF_000967935.1,ASM96793v1,298,136843,Pseudomonas marginalis,H21,Pseudomonas marginalis,2015-04-01,6680334,Scaffold
GCF_900105325.1,IMG-taxon 2639762561 annotated assembly,298,136843,Pseudomonas marginalis,BS2952,Pseudomonas marginalis,2016-10-22,7271315,Contig
GCF_007858155.1,ASM785815v1,298,136843,Pseudomonas marginalis,DSM 13124,Pseudomonas marginalis,2019-08-06,7184449,Contig
GCF_001645105.1,ASM164510v1,298,136843,Pseudomonas marginalis,ICMP 3553,Pseudomonas marginalis,2016-05-16,6614801,Scaffold
GCF_000968025.1,ASM96802v1,298,136843,Pseudomonas marginalis,H14,Pseudomonas marginalis,2015-04-01,6679412,Scaffold
GCF_001467265.1,ASM146726v1,1198317,298,Pseudomonas marginalis ICMP 9505,ICMP 9505,Pseudomonas marginalis ICMP 9505,2015-12-15,5893550,Scaffold
GCF_003702065.1,ASM370206v1,97473,298,Pseudomonas marginalis pv. marginalis,ICMP 14937,Pseudomonas marginalis pv. marginalis,2018-10-30,6261742,Scaffold
GCF_003700955.1,ASM370095v1,97473,298,Pseudomonas marginalis pv. marginalis,ICMP 9503,Pseudomonas marginalis pv. marginalis,2018-10-30,6087341,Scaffold
GCF_003700875.1,ASM370087v1,97473,298,Pseudomonas marginalis pv. marginalis,ICMP 3555,Pseudomonas marginalis pv. marginalis,2018-10-30,6546442,Scaffold
GCF_003700725.1,ASM370072v1,97473,298,Pseudomonas marginalis pv. marginalis,ICMP 3553,Pseudomonas marginalis pv. marginalis,2018-10-30,6571914,Scaffold
GCF_900106005.1,IMG-taxon 2675902957 annotated assembly,183795,136843,Pseudomonas mediterranea,DSM 16733,Pseudomonas mediterranea,2016-10-21,6346235,Chromosome
GCF_009818265.1,ASM981826v1,183795,136843,Pseudomonas mediterranea,S58,Pseudomonas mediterranea,2019-12-31,6486667,Complete Genome
GCF_001412185.1,ASM141218v1,183795,136843,Pseudomonas mediterranea,TEIC1105,Pseudomonas mediterranea,2015-10-23,6299329,Scaffold
GCF_001412045.1,ASM141204v1,183795,136843,Pseudomonas mediterranea,CFBP5444,Pseudomonas mediterranea,2015-10-23,6298862,Scaffold
GCF_001412005.1,ASM141200v1,183795,136843,Pseudomonas mediterranea,TEIC1022,Pseudomonas mediterranea,2015-10-23,6231236,Scaffold
GCF_001411985.1,ASM141198v1,183795,136843,Pseudomonas mediterranea,CFBP5404,Pseudomonas mediterranea,2015-10-23,6281542,Scaffold
GCF_000774145.1,ASM77414v1,1348058,183795,Pseudomonas mediterranea CFBP 5447,CFBP 5447,Pseudomonas mediterranea CFBP 5447,2014-11-12,6319692,Scaffold
GCF_900106025.1,IMG-taxon 2636416188 annotated assembly,78543,136843,Pseudomonas migulae,BS3662,Pseudomonas migulae,2016-10-22,6782308,Contig
GCF_014076455.1,ASM1407645v1,78543,136843,Pseudomonas migulae,R1-9,Pseudomonas migulae,2020-08-05,5804264,Complete Genome
GCF_002091715.1,ASM209171v1,1215109,78543,Pseudomonas migulae NBRC 103157,NBRC 103157,Pseudomonas migulae NBRC 103157,2017-04-03,6667355,Contig
GCF_900106045.1,IMG-taxon 2667527233 annotated assembly,46679,136843,Pseudomonas mucidolens,LMG 2223,Pseudomonas mucidolens,2016-10-21,5853167,Chromosome
GCF_900625055.1,DSM_19168T,46679,136843,Pseudomonas mucidolens,,Pseudomonas mucidolens,2019-01-29,5815566,Contig
GCF_900475945.1,48290_E02,46679,136843,Pseudomonas mucidolens,NCTC8068,Pseudomonas mucidolens,2018-06-17,5853060,Complete Genome
GCF_002091735.1,ASM209173v1,1215111,46679,Pseudomonas mucidolens NBRC 103159,NBRC 103159,Pseudomonas mucidolens NBRC 103159,2017-04-03,5794131,Contig
GCF_003852045.1,ASM385204v1,76758,136843,Pseudomonas orientalis,8B,Pseudomonas orientalis,2018-11-29,5919814,Complete Genome
GCF_900105795.1,IMG-taxon 2636416190 annotated assembly,76758,136843,Pseudomonas orientalis,BS2775,Pseudomonas orientalis,2016-10-21,6130232,Chromosome
GCF_013607945.1,ASM1360794v1,76758,136843,Pseudomonas orientalis,CDVBN20,Pseudomonas orientalis,2020-07-23,5658104,Scaffold
GCF_004210185.1,ASM421018v1,76758,136843,Pseudomonas orientalis,16NI,Pseudomonas orientalis,2019-02-19,5972457,Contig
GCF_004210175.1,ASM421017v1,76758,136843,Pseudomonas orientalis,133NRW,Pseudomonas orientalis,2019-02-19,6124470,Scaffold
GCF_003851645.1,ASM385164v1,76758,136843,Pseudomonas orientalis,R4-35-08,Pseudomonas orientalis,2018-11-29,5912532,Complete Genome
GCF_003851605.1,ASM385160v1,76758,136843,Pseudomonas orientalis,R2-66-08W,Pseudomonas orientalis,2018-11-29,5929469,Complete Genome
GCF_003851585.1,ASM385158v1,76758,136843,Pseudomonas orientalis,L1-3-08,Pseudomonas orientalis,2018-11-29,5962679,Complete Genome
GCF_002934065.1,ASM293406v1,76758,136843,Pseudomonas orientalis,F9,Pseudomonas orientalis,2018-02-06,5986236,Complete Genome
GCF_001439815.1,G8783,76758,136843,Pseudomonas orientalis,DSM 17489,Pseudomonas orientalis,2015-11-06,6188637,Contig
GCF_001730605.1,ASM173060v1,200451,136843,Pseudomonas poae,LMG 21465,Pseudomonas poae,2016-09-18,5996364,Contig
GCF_900103965.1,IMG-taxon 2639762637 annotated assembly,200451,136843,Pseudomonas poae,BS2776,Pseudomonas poae,2016-10-20,5950238,Chromosome
GCF_014930995.1,ASM1493099v1,200451,136843,Pseudomonas poae,PMA22,Pseudomonas poae,2020-10-26,6530734,Complete Genome
GCF_014268305.1,ASM1426830v1,200451,136843,Pseudomonas poae,SWRI2,Pseudomonas poae,2020-08-23,5562691,Contig
GCF_012986085.1,ASM1298608v1,200451,136843,Pseudomonas poae,WS 5103,Pseudomonas poae,2020-05-07,5528914,Contig
GCF_003731985.1,ASM373198v1,200451,136843,Pseudomonas poae,29G9,Pseudomonas poae,2018-11-15,6204069,Scaffold
GCF_002980195.1,ASM298019v1,200451,136843,Pseudomonas poae,MYb114,Pseudomonas poae,2018-03-07,6354253,Scaffold
GCF_002980135.1,ASM298013v1,200451,136843,Pseudomonas poae,MYb117,Pseudomonas poae,2018-03-07,6349152,Scaffold
GCF_002563725.1,ASM256372v1,200451,136843,Pseudomonas poae,A2-S9,Pseudomonas poae,2017-10-17,6682937,Contig
GCF_001439785.1,G8687,200451,136843,Pseudomonas poae,DSM 14936,Pseudomonas poae,2015-11-06,5883893,Contig
GCF_000336465.1,ASM33646v1,1282356,200451,Pseudomonas poae RE*1-1-14,RE*1-1-14,Pseudomonas poae RE*1-1-14,2013-02-04,5512241,Complete Genome
GCF_015234205.1,ASM1523420v1,380021,136843,Pseudomonas protegens,11HC2,Pseudomonas protegens,2020-11-04,6861219,Contig
GCF_014200355.1,ASM1420035v1,380021,136843,Pseudomonas protegens,H1F10B,Pseudomonas protegens,2020-08-14,6811127,Contig
GCF_013409685.2,ASM1340968v2,380021,136843,Pseudomonas protegens,H1F10A,Pseudomonas protegens,2020-08-26,6817972,Complete Genome
GCF_013407945.1,ASM1340794v1,380021,136843,Pseudomonas protegens,H1F10C,Pseudomonas protegens,2020-07-13,6817974,Contig
GCF_013407925.2,ASM1340792v2,380021,136843,Pseudomonas protegens,H1F5C,Pseudomonas protegens,2020-08-19,6818519,Complete Genome
GCF_013345145.1,ASM1334514v1,380021,136843,Pseudomonas protegens,APC 3760,Pseudomonas protegens,2020-06-15,7020284,Contig
GCF_013337445.1,ASM1333744v1,380021,136843,Pseudomonas protegens,UMG3145,Pseudomonas protegens,2020-06-12,6964104,Contig
GCF_012986115.1,ASM1298611v1,380021,136843,Pseudomonas protegens,WS 5082,Pseudomonas protegens,2020-05-07,6926615,Contig
GCF_012986065.1,ASM1298606v1,380021,136843,Pseudomonas protegens,WS 5415,Pseudomonas protegens,2020-05-07,6930863,Contig
GCF_009897645.1,ASM989764v1,380021,136843,Pseudomonas protegens,APC 3760,Pseudomonas protegens,2020-01-16,6995890,Contig
